timestamp,cpu_percent,memory_mb
1768243541,46.9,86
1768243541,72.8,151
1768243541,84.1,174
1768243541,53.6,175
1768243541,34.5,175
1768243541,21.3,191
1768243541,79.6,237
1768243541,130.8,303
1768243542,109.0,303
