timestamp,cpu_percent,memory_mb
1768243571,32.0,86
1768243571,63.0,154
1768243571,78.0,172
1768243571,66.8,173
1768243571,41.7,173
1768243571,28.1,173
1768243571,10.8,173
1768243572,6.6,174
1768243572,64.1,232
1768243572,119.1,314
1768243572,102.2,314
