timestamp,cpu_percent,memory_mb
1768243586,32.2,87
1768243586,62.3,153
1768243586,78.5,173
1768243586,67.1,174
1768243587,43.7,174
1768243587,24.7,181
1768243587,80.4,241
1768243587,136.1,307
1768243587,100.1,307
