timestamp,cpu_percent,memory_mb
1768243524,15.4,86
1768243524,75.5,148
1768243524,79.9,179
1768243525,51.7,180
1768243525,32.2,180
1768243525,27.0,214
1768243525,80.1,244
1768243525,144.5,248
1768243525,136.6,249
1768243525,85.1,250
