timestamp,cpu_percent,memory_mb
1768245449,12.6,85
1768245449,76.8,151
1768245449,81.4,173
1768245449,51.7,174
1768245449,33.4,174
1768245450,20.7,174
1768245450,12.9,213
1768245450,74.3,247
1768245450,130.3,309
1768245450,110.1,309
