timestamp,cpu_percent,memory_mb
1768245373,22.4,85
1768245373,59.6,150
1768245373,77.7,172
1768245373,72.8,172
1768245373,29.4,172
1768245373,21.2,179
1768245374,84.4,243
1768245374,133.1,318
1768245374,112.9,318
