timestamp,cpu_percent,memory_mb
1768245418,37.7,86
1768245418,69.7,151
1768245419,84.5,181
1768245419,61.7,181
1768245419,39.4,181
1768245419,24.6,181
1768245419,29.2,187
1768245419,77.4,245
1768245419,144.2,314
1768245420,97.7,314
