timestamp,cpu_percent,memory_mb
1768245601,18.8,87
1768245601,58.5,160
1768245601,75.4,174
1768245601,48.8,175
1768245602,30.4,175
1768245602,19.0,192
1768245602,77.8,236
1768245602,132.4,306
1768245602,111.9,306
