timestamp,cpu_percent,memory_mb
1768245525,42.9,86
1768245525,72.6,152
1768245525,85.2,171
1768245525,57.8,172
1768245526,37.2,172
1768245526,23.1,200
1768245526,77.5,226
1768245526,133.1,301
1768245526,107.6,301
