timestamp,cpu_percent,memory_mb
1768245692,51.9,87
1768245692,77.0,161
1768245692,78.9,174
1768245693,50.9,175
1768245693,31.6,175
1768245693,19.7,208
1768245693,73.2,240
1768245693,132.2,304
1768245693,65.3,304
