timestamp,cpu_percent,memory_mb
1768245403,21.9,86
1768245403,60.0,151
1768245403,77.7,178
1768245404,73.4,179
1768245404,29.7,179
1768245404,18.3,184
1768245404,67.6,238
1768245404,125.8,311
1768245404,111.5,312
