timestamp,cpu_percent,memory_mb
1768245266,32.8,76
1768245266,57.0,110
1768245267,64.4,166
1768245267,77.6,186
1768245267,50.4,187
1768245267,33.3,187
1768245267,20.7,189
1768245267,68.5,234
1768245267,121.5,304
1768245267,105.7,318
1768245268,67.3,320
