timestamp,cpu_percent,memory_mb
1768248842,38.4,86
1768248842,67.2,153
1768248842,82.6,171
1768248842,64.7,171
1768248843,25.9,171
1768248843,47.6,219
1768248843,100.1,259
1768248843,131.1,318
1768248843,81.8,318
