timestamp,cpu_percent,memory_mb
1768248949,54.2,86
1768248949,77.8,152
1768248949,78.8,174
1768248949,50.8,175
1768248949,31.5,175
1768248950,25.1,222
1768248950,76.2,273
1768248950,134.1,309
1768248950,66.9,309
