timestamp,cpu_percent,memory_mb
1768248612,32.5,84
1768248612,60.2,154
1768248612,78.9,185
1768248613,71.7,186
1768248613,46.5,186
1768248613,17.2,187
1768248613,75.0,236
1768248613,137.6,311
1768248613,104.6,311
