timestamp,cpu_percent,memory_mb
1768248658,15.2,81
1768248658,74.6,140
1768248658,82.6,173
1768248658,53.5,173
1768248659,33.3,173
1768248659,20.8,175
1768248659,67.6,233
1768248659,127.8,298
1768248659,117.7,299
