timestamp,cpu_percent,memory_mb
1768248704,15.4,85
1768248704,53.3,157
1768248704,81.7,180
1768248704,52.9,180
1768248704,32.9,180
1768248705,20.2,197
1768248705,76.6,236
1768248705,130.6,303
1768248705,113.2,303
