timestamp,cpu_percent,memory_mb
1768248873,55.2,85
1768248873,77.0,160
1768248873,79.6,183
1768248873,51.3,184
1768248873,32.0,184
1768248873,25.5,217
1768248873,76.5,263
1768248874,137.5,308
1768248874,96.0,308
