timestamp,cpu_percent,memory_mb
1768248596,35.7,83
1768248596,65.8,154
1768248596,80.7,179
1768248596,68.6,179
1768248596,43.0,180
1768248596,17.1,180
1768248597,10.6,180
1768248597,12.5,206
1768248597,74.5,239
1768248597,140.6,312
1768248597,101.3,312
