timestamp,cpu_percent,memory_mb
1768248719,18.2,84
1768248719,54.4,147
1768248719,76.5,172
1768248720,51.1,172
1768248720,31.7,172
1768248720,20.0,192
1768248720,80.8,241
1768248720,132.5,314
1768248720,113.0,314
