timestamp,cpu_percent,memory_mb
1768242884,44.0,85
1768242884,72.3,150
1768242884,84.5,182
1768242884,54.4,183
1768242885,34.9,183
1768242885,21.7,205
1768242885,83.1,235
1768242885,100.5,235
