timestamp,cpu_percent,memory_mb
1768242897,21.9,86
1768242897,58.7,145
1768242897,80.8,176
1768242898,72.5,177
1768242898,28.9,177
1768242898,24.0,192
1768242898,80.9,235
1768242898,100.1,235
