timestamp,cpu_percent,memory_mb
1768242877,18.1,86
1768242878,53.7,151
1768242878,76.5,173
1768242878,49.7,174
1768242878,30.9,174
1768242878,19.1,209
1768242878,80.6,246
1768242878,99.4,246
