timestamp,cpu_percent,memory_mb
1768242891,43.4,86
1768242891,71.7,150
1768242891,85.0,175
1768242891,57.6,176
1768242891,37.1,176
1768242891,23.2,176
1768242891,14.3,196
1768242891,55.1,228
1768242892,63.2,228
