timestamp,cpu_percent,memory_mb
1768242871,22.3,71
1768242871,49.5,103
1768242871,62.9,162
1768242871,73.4,173
1768242871,57.9,174
1768242871,37.6,174
1768242872,55.2,201
1768242872,99.7,218
1768242872,64.5,218
